# run_name: boltzmann_run1_400
# timestamp: 20260809_235745
# ---- config ----
# goal_position: (20, 0, -3)
# start_position: (0, 0, -3)
# max_episode_steps: 150
# dt: 0.5
# speed: 2.0
# state_dim: 20
# action_dim: 27
# lr: 0.0001
# gamma: 0.99
# buffer_capacity: 1000000
# batch_size: 32
# epsilon_start: 1.0
# epsilon_end: 0.2
# epsilon_decay_steps: 24000
# target_update_freq: 250
# use_double: True
# use_dueling: True
# ----------------
episode,reward,avg10,success_rate10,steps,epsilon,elapsed_min,is_success,is_crash,is_out_of_bounds,is_timeout
343,-4.5926,-2.6496,0.0,150,0.2,528.08,False,False,False,True
344,2.9641,-2.3792,0.0,17,0.2,528.31,False,False,True,False
345,6.7782,-1.5954,0.0,87,0.2,529.33,False,False,True,False
346,-7.0888,-2.2243,0.0,150,0.2,531.04,False,False,False,True
347,1.7239,-1.8854,0.0,146,0.2,532.71,False,False,True,False
348,-14.4161,-2.8273,0.0,150,0.2,534.43,False,False,False,True
349,-8.7636,-3.7076,0.0,150,0.2,536.14,False,False,False,True
350,3.2126,-3.0878,0.0,150,0.2,537.86,False,False,False,True
351,-0.1849,-2.7769,0.0,150,0.2,539.58,False,False,False,True
352,3.6299,-1.6737,0.0,150,0.2,541.29,False,False,False,True
353,4.7868,-0.7358,0.0,150,0.2,543.01,False,False,False,True
354,-9.3532,-1.9675,0.0,150,0.2,544.72,False,False,False,True
355,3.3132,-2.314,0.0,38,0.2,545.19,False,False,True,False
356,6.6899,-0.9362,10.0,145,0.2,546.85,True,False,False,False
357,-7.7548,-1.884,10.0,150,0.2,548.56,False,False,False,True
358,1.9469,-0.2477,10.0,150,0.2,550.28,False,False,False,True
359,0.4261,0.6712,10.0,150,0.2,552.0,False,False,False,True
360,3.9622,0.7462,10.0,150,0.2,553.71,False,False,False,True
361,1.4422,0.9089,10.0,142,0.2,555.34,False,False,True,False
362,-1.8288,0.363,10.0,11,0.2,555.51,False,False,True,False
363,-5.5917,-0.6748,10.0,150,0.2,557.23,False,False,False,True
364,1.7639,0.4369,10.0,27,0.2,557.57,False,False,True,False
365,-0.7465,0.0309,10.0,150,0.2,559.29,False,False,False,True
366,-5.2494,-1.163,0.0,150,0.2,561.0,False,False,False,True
367,1.4227,-0.2453,0.0,150,0.2,562.72,False,False,False,True
368,6.6097,0.221,0.0,48,0.2,563.3,False,False,True,False
369,-1.6808,0.0103,0.0,150,0.2,565.02,False,False,False,True
370,6.6106,0.2752,10.0,140,0.2,566.62,True,False,False,False
371,4.2956,0.5605,10.0,150,0.2,568.34,False,False,False,True
372,0.4742,0.7908,10.0,150,0.2,570.05,False,False,False,True
373,-1.0481,1.2452,10.0,150,0.2,571.77,False,False,False,True
374,0.495,1.1183,10.0,150,0.2,573.49,False,False,False,True
375,1.7673,1.3697,10.0,150,0.2,575.2,False,False,False,True
376,-6.0542,1.2892,10.0,150,0.2,576.92,False,False,False,True
377,0.6787,1.2148,10.0,150,0.2,578.63,False,False,False,True
378,0.7006,0.6239,10.0,18,0.2,578.88,False,False,True,False
379,1.8531,0.9773,10.0,150,0.2,580.59,False,False,False,True
380,5.9913,0.9153,0.0,108,0.2,581.84,False,False,True,False
381,-2.3605,0.2497,0.0,150,0.2,583.55,False,False,False,True
382,-4.1558,-0.2133,0.0,150,0.2,585.27,False,False,False,True
383,1.6596,0.0575,0.0,150,0.2,586.99,False,False,False,True
384,-1.676,-0.1596,0.0,150,0.2,588.7,False,False,False,True
385,-2.5896,-0.5953,0.0,150,0.2,590.41,False,False,False,True
386,-0.9481,-0.0847,0.0,150,0.2,592.13,False,False,False,True
387,-1.295,-0.2821,0.0,150,0.2,593.84,False,False,False,True
388,-6.609,-1.013,0.0,150,0.2,595.56,False,False,False,True
389,11.526,-0.0457,10.0,78,0.2,596.47,True,False,False,False
390,-3.592,-1.004,10.0,150,0.2,598.19,False,False,False,True
391,-9.4588,-1.7139,10.0,150,0.2,599.91,False,False,False,True
392,-0.0896,-1.3072,10.0,150,0.2,601.62,False,False,False,True
393,2.5001,-1.2232,10.0,150,0.2,603.34,False,False,False,True
394,0.4291,-1.0127,10.0,150,0.2,605.05,False,False,False,True
395,-1.1838,-0.8721,10.0,150,0.2,606.77,False,False,False,True
396,-3.4832,-1.1256,10.0,150,0.2,608.48,False,False,False,True
397,-7.4722,-1.7433,10.0,150,0.2,610.2,False,False,False,True
398,-0.2769,-1.1101,10.0,150,0.2,611.91,False,False,False,True
399,-3.3952,-2.6022,0.0,150,0.2,613.63,False,False,False,True
400,0.4038,-2.2027,0.0,150,0.2,615.34,False,False,False,True
# [10:13:07] Training complete. 400 episodes in 615.3 min. Final avg reward (last 10): -2.20. Final success rate (last 10): 0.0%.
